Text1,Text2,Generated Same Causal Variable,Predicted Same Causal Variable,Generated Variable Name,Predicted Variable Name,Data Generation Model,Prediction Model,Domain,Explanation
External locus of control,Internal locus of control,True,True,Type of Locus of Control,Locus of control,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,psychology,None
Decision-making and problem-solving,Information processing,True,True,Level of Resilience,Cognitive Ability,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,psychology,None
Sociable,Outgoing,True,True,Level of Extraversion,Extraversion,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,psychology,None
Assertive,Energetic,True,True,Level of Extraversion,Extraversion,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,psychology,None
Self-regulation,Self-awareness,True,True,Level of Emotional Intelligence,Self-regulation,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,psychology,None
Visual learner,Auditory learner,True,True,Type of Learning Style,Learning style,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,psychology,None
Empathy,Self-awareness,True,False,Level of Emotional Intelligence,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,psychology,None
Low self-esteem,High self-esteem,True,True,Level of Self-Esteem,Self-esteem,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,psychology,None
High self-esteem,Average self-esteem,True,True,Level of Self-Esteem,Self-esteem,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,psychology,None
Self-awareness,Relationship management,True,False,Level of Emotional Intelligence,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,psychology,None
Sociable,Internal locus of control,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,psychology,None
Low self-esteem,Information processing,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,psychology,None
Extrinsic motivation,Outgoing,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,psychology,None
Self-regulation,Energetic,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,psychology,None
External locus of control,Auditory learner,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,psychology,None
Spatial thinking,Self-awareness,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,psychology,None
Outgoing,High self-esteem,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,psychology,None
Reading/Writing learner,Average self-esteem,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,psychology,None
Holistic thinking,Preferring excitement,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,psychology,None
Reading/Writing learner,Relationship management,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,psychology,None
High Employee Turnover,Stable Employee Turnover,True,True,Employee Turnover Rate,Employee Turnover,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,finance,None
Emerging Brand,Unknown Brand,True,True,Brand Recognition,Brand Recognition,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,finance,None
Medium Debt to Equity,No Debt,True,True,Debt to Equity Ratio,Debt to Equity Ratio,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,finance,None
Low Market Share,Dominant Market Share,True,True,Market Share,Market Share,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,finance,None
Diverse Product Lines,Single Product Line,True,True,Number of Product Lines,Product Line Diversity,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,finance,None
Iconic Brand,Emerging Brand,True,True,Brand Recognition,Brand Type,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,finance,None
Non-Compliant,Industry Leader in Compliance,True,True,Regulatory Compliance,Compliance,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,finance,None
Low Investment,High Investment,True,True,Research and Development Investment,Investment,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,finance,None
Partially Compliant,Fully Compliant,True,True,Regulatory Compliance,Regulatory Compliance,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,finance,None
Very High Employee Turnover,Stable Employee Turnover,True,True,Employee Turnover Rate,Employee Turnover,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,finance,None
Break Even,Steady Market Share,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,finance,None
Unknown Brand,Stable Employee Turnover,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,finance,None
Highly Profitable,Dominant Market Share,False,True,,Market Power,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,finance,None
Low Investment,No Debt,False,True,,Financial Leverage,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,finance,None
No Product Lines,Dominant Market Share,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,finance,None
Increasing Market Share,Positive Revenue Growth,False,True,,Market Share,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,finance,None
Medium Investment,Industry Leader in Compliance,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,finance,None
Highly Profitable,Single Product Line,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,finance,None
Dominant Market Share,High Cash Reserves,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,finance,None
Low Employee Turnover,Emerging Brand,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,finance,None
Limited and Inefficient,Extensive and Efficient,True,True,Public Transport System: The availability and efficiency of public transportation in a city.,Public Transportation System,mistral-7b-instruct,lora_70b_en_v0_alt_v2,urban studies,None
Rural Population Majority,Urban Population Majority,True,True,Urbanization Rate: The percentage of a population living in urban areas.,Urbanization,mistral-7b-instruct,lora_70b_en_v0_alt_v2,urban studies,None
Unaffordable,Affordable,True,True,Housing Affordability: The proportion of income required to purchase or rent a home.,Housing Affordability,mistral-7b-instruct,lora_70b_en_v0_alt_v2,urban studies,None
Very High,Very Low,True,True,Crime Rate: The frequency of reported crimes in a city.,Population density,mistral-7b-instruct,lora_70b_en_v0_alt_v2,urban studies,None
High,Low,True,True,Social Cohesion: The degree of unity and harmony among different social groups in a city.,Urban density,mistral-7b-instruct,lora_70b_en_v0_alt_v2,urban studies,None
Excellent,Poor,True,True,Education System: The quality and accessibility of educational institutions in a city.,Quality of public transportation,mistral-7b-instruct,lora_70b_en_v0_alt_v2,urban studies,None
Scarce and Inaccessible,Abundant and Accessible,True,True,Green Spaces: The amount and accessibility of parks and other natural areas within a city.,Availability of Public Spaces,mistral-7b-instruct,lora_70b_en_v0_alt_v2,urban studies,None
Poorly-Maintained and Limited,Well-Maintained and Accessible,True,True,"Infrastructure: The condition and availability of essential services and facilities such as water, electricity, and sanitation.",Quality of Public Transportation,mistral-7b-instruct,lora_70b_en_v0_alt_v2,urban studies,None
Abundant and Diverse,Limited and Narrow,True,True,Employment Opportunities: The availability and diversity of job opportunities in a city.,Availability of Public Spaces,mistral-7b-instruct,lora_70b_en_v0_alt_v2,urban studies,None
Excellent,Poor,True,True,"Air Quality: The level of pollutants in the air, affecting the health and comfort of city residents.",Quality of public transportation,mistral-7b-instruct,lora_70b_en_v0_alt_v2,urban studies,None
Scarce and Inaccessible,Extensive and Efficient,False,True,,Public Transportation,mistral-7b-instruct,lora_70b_en_v0_alt_v2,urban studies,None
Poor,Urban Population Majority,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,urban studies,None
Well-Maintained and Accessible,Rural Population Majority,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,urban studies,None
Limited and Narrow,Affordable,False,True,,Housing Affordability,mistral-7b-instruct,lora_70b_en_v0_alt_v2,urban studies,None
Low,Poorly-Maintained and Limited,False,True,,Quality of Public Transportation,mistral-7b-instruct,lora_70b_en_v0_alt_v2,urban studies,None
Limited and Narrow,Extensive and Efficient,False,True,,Road Network,mistral-7b-instruct,lora_70b_en_v0_alt_v2,urban studies,None
Scarce and Inaccessible,Rural Population Majority,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,urban studies,None
Abundant and Accessible,Affordable,False,True,,Housing Affordability,mistral-7b-instruct,lora_70b_en_v0_alt_v2,urban studies,None
Scarce and Inaccessible,Unaffordable,False,True,,Housing Affordability,mistral-7b-instruct,lora_70b_en_v0_alt_v2,urban studies,None
Abundant and Accessible,Very Low,False,True,,Availability of Public Transportation,mistral-7b-instruct,lora_70b_en_v0_alt_v2,urban studies,None
Surface wave (water waves),Electromagnetic wave (radio waves),True,False,The property of a wave that determines the amount of energy it transports per unit area.,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,physics,None
Audible frequency wave (music),High frequency wave (X-rays),True,True,The property of a wave that determines the number of oscillations per unit time.,Frequency,mistral-7b-instruct,lora_70b_en_v0_alt_v2,physics,None
Plastic material (clay),Elastic material (rubber band),True,False,The property of a material that determines how easily it can be deformed or compressed.,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,physics,None
White body (snow),Emissive body (hot iron),True,False,The property of a material that determines its ability to emit energy.,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,physics,None
Transmitter (glass),Reflector (mirror),True,False,The property of a material that determines its ability to absorb energy.,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,physics,None
Low frequency wave (radio waves),Infrasound wave (earthquakes),True,True,The property of a wave that determines the number of oscillations per unit time.,Frequency,mistral-7b-instruct,lora_70b_en_v0_alt_v2,physics,None
Infrasound wave (earthquakes),High frequency wave (X-rays),True,False,The property of a wave that determines the number of oscillations per unit time.,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,physics,None
Gravitational force (Earth's pull),Nuclear force (atomic bonding),True,False,The force that causes an object to move or stay at rest. It can be described as a push or a pull.,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,physics,None
White body (snow),Black body (coal),True,True,The property of a material that determines its ability to emit energy.,Albedo,mistral-7b-instruct,lora_70b_en_v0_alt_v2,physics,None
Brittle material (glass),Plastic material (clay),True,False,The property of a material that determines how easily it can be deformed or compressed.,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,physics,None
Audible frequency wave (music),Electromagnetic wave (radio waves),False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,physics,None
Tensile material (wire),High frequency wave (X-rays),False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,physics,None
Electromagnetic force (magnetism),Elastic material (rubber band),False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,physics,None
Gravitational force (Earth's pull),Emissive body (hot iron),False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,physics,None
Poor thermal conductor (wood),Electromagnetic wave (radio waves),False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,physics,None
Emissive body (hot iron),Reflector (mirror),False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,physics,None
Emissive body (hot iron),Infrasound wave (earthquakes),False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,physics,None
Absorber (charcoal),High frequency wave (X-rays),False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,physics,None
Transverse wave (light),Black body (coal),False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,physics,None
Solid state (ice),Poor thermal conductor (wood),False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,physics,None
Current smoker,Non-smoker,True,True,Smoking Status,Smoking status,mistral-7b-instruct,lora_70b_en_v0_alt_v2,health,None
"Moderate Drinker (up to one drink per day for women, up to two drinks per day for men)","Heavy Drinker (more than one drink per day for women, more than two drinks per day for men)",True,True,Alcohol Consumption,Alcohol consumption,mistral-7b-instruct,lora_70b_en_v0_alt_v2,health,None
High Environmental Exposure (significant exposure to pollutants),Low Environmental Exposure (minimal exposure to pollutants),True,True,Environmental Exposure,Environmental Exposure,mistral-7b-instruct,lora_70b_en_v0_alt_v2,health,None
"Regular Exercise (30 minutes or more per day, five days a week)",Sedentary Lifestyle (less than 150 minutes of moderate-intensity or 75 minutes of vigorous-intensity activity per week),True,True,Physical Activity Level,Physical Activity,mistral-7b-instruct,lora_70b_en_v0_alt_v2,health,None
Moderate Stress (moderate stress levels),Low Stress (manageable stress levels),True,True,Stress Level,Stress,mistral-7b-instruct,lora_70b_en_v0_alt_v2,health,None
"Healthy Diet (rich in fruits, vegetables, whole grains, lean proteins, and healthy fats)","Unhealthy Diet (high in processed foods, sugars, saturated and trans fats)",True,True,Dietary Pattern,Diet,mistral-7b-instruct,lora_70b_en_v0_alt_v2,health,None
Mild Genetic Predisposition,Significant Genetic Predisposition,True,True,Genetic Predisposition,Genetic Predisposition,mistral-7b-instruct,lora_70b_en_v0_alt_v2,health,None
No Known Genetic Conditions,Mild Genetic Predisposition,True,True,Genetic Predisposition,Genetic Predisposition,mistral-7b-instruct,lora_70b_en_v0_alt_v2,health,None
"Moderate Drinker (up to one drink per day for women, up to two drinks per day for men)",Non-drinker,True,True,Alcohol Consumption,Alcohol consumption,mistral-7b-instruct,lora_70b_en_v0_alt_v2,health,None
Non-smoker,Former smoker,True,True,Smoking Status,Smoking status,mistral-7b-instruct,lora_70b_en_v0_alt_v2,health,None
Low Environmental Exposure (minimal exposure to pollutants),Non-smoker,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,health,None
High Environmental Exposure (significant exposure to pollutants),"Regular Exercise (30 minutes or more per day, five days a week)",False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,health,None
Good Sleep (7-9 hours of uninterrupted sleep per night),"Heavy Drinker (more than one drink per day for women, more than two drinks per day for men)",False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,health,None
Sedentary Lifestyle (less than 150 minutes of moderate-intensity or 75 minutes of vigorous-intensity activity per week),Mild Mental Health Concerns (mild anxiety or depression),False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,health,None
Mixed Diet,Low Environmental Exposure (minimal exposure to pollutants),False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,health,None
No Known Genetic Conditions,Sedentary Lifestyle (less than 150 minutes of moderate-intensity or 75 minutes of vigorous-intensity activity per week),False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,health,None
Good Sleep (7-9 hours of uninterrupted sleep per night),Low Stress (manageable stress levels),False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,health,None
"Heavy Drinker (more than one drink per day for women, more than two drinks per day for men)","Unhealthy Diet (high in processed foods, sugars, saturated and trans fats)",False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,health,None
Current smoker,Significant Genetic Predisposition,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,health,None
Good Sleep (7-9 hours of uninterrupted sleep per night),"Healthy Diet (rich in fruits, vegetables, whole grains, lean proteins, and healthy fats)",False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,health,None
Wet Oxidation,Dry Oxidation,True,True,"The type of oxidation used to create a thin layer of silicon dioxide on the semiconductor wafer, such as Wet Oxidation or Dry Oxidation.",Oxidation Method,mistral-7b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Imprint Lithography,Extreme Ultraviolet Lithography,True,True,"The type of lithography used to create the patterns on the semiconductor wafer, such as Extreme Ultraviolet Lithography or Imprint Lithography.",Lithography Type,mistral-7b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Gallium Nitride Material,Gallium Arsenide Material,True,True,"The type of semiconductor material used in the manufacturing process, such as Silicon, Gallium Arsenide, or Gallium Nitride.",Material Type,mistral-7b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Planar Design,FinFET Design,True,True,"The specific layout design of the integrated circuit, including the arrangement and interconnection of transistors and other components.",Transistor Design,mistral-7b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Physical Vapor Deposition,Chemical Vapor Deposition,True,True,"The type of deposition used to add material to the semiconductor wafer, such as Chemical Vapor Deposition or Physical Vapor Deposition.",Deposition Method,mistral-7b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Wet Etching,Dry Etching,True,True,"The type of etching used to remove unwanted material from the semiconductor wafer, such as Wet Etching or Dry Etching.",Etching Method,mistral-7b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
SOI Design,FinFET Design,True,True,"The specific layout design of the integrated circuit, including the arrangement and interconnection of transistors and other components.",Device Structure,mistral-7b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Planar Design,SOI Design,True,True,"The specific layout design of the integrated circuit, including the arrangement and interconnection of transistors and other components.",Substrate Type,mistral-7b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Silicon Material,Gallium Nitride Material,True,True,"The type of semiconductor material used in the manufacturing process, such as Silicon, Gallium Arsenide, or Gallium Nitride.",Material,mistral-7b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Wafer-Level Process,Bulk Silicon Process,True,True,"The process used to create the semiconductor wafer, such as Bulk Silicon Process or Wafer-Level Process.",Process Type,mistral-7b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Extreme Ultraviolet Lithography,Parametric Testing,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
RCA Cleaning,Dry Oxidation,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Functional Testing,Extreme Ultraviolet Lithography,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Phosphorus Doping,Functional Testing,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Physical Vapor Deposition,Gallium Arsenide Material,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Piranha Cleaning,FinFET Design,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Silicon Material,Wet Etching,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Piranha Cleaning,Chemical Vapor Deposition,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Extreme Ultraviolet Lithography,Chemical Vapor Deposition,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Parametric Testing,Wet Oxidation,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Central Processing Unit (CPU): The brain of the computer,Random Access Memory (RAM): Temporary data storage,True,False,Hardware Component: A physical part of a computer system.,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,computer science,None
"Python: High-level, interpreted language","Java: Object-oriented, platform-independent language",True,False,Programming Language: A formal language designed for expressing instructions to a computer.,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,computer science,None
Bus Topology: All nodes connected to a single communication line,Mesh Topology: Each node connected to multiple other nodes,True,False,Network Topology: The arrangement of various elements (nodes and connecting lines) in a computer network.,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,computer science,None
"Python: High-level, interpreted language","C++: Object-oriented, compiled language",True,False,Programming Language: A formal language designed for expressing instructions to a computer.,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,computer science,None
DevOps: Continuous delivery and collaboration between development and operations teams,Agile Methodology: Iterative and incremental development,True,True,Software Development Methodology: A systematic approach to developing high-quality software.,Agile Methodology,mistral-7b-instruct,lora_70b_en_v0_alt_v2,computer science,None
RISC (Reduced Instruction Set Computer) Architecture: A simplified instruction set,Harvard Architecture: Separate memory for data and instructions,True,False,Computer Architecture: The design of a computer system.,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,computer science,None
Queue: A First-In-First-Out (FIFO) data structure,Stack: A Last-In-First-Out (LIFO) data structure,True,True,"Data Structure: A specialized format for organizing, storing, and retrieving data.",Data Structure,mistral-7b-instruct,lora_70b_en_v0_alt_v2,computer science,None
macOS,Microsoft Windows,True,True,Operating System: Software that manages computer hardware and software resources.,Operating System,mistral-7b-instruct,lora_70b_en_v0_alt_v2,computer science,None
Third Normal Form (3NF),Second Normal Form (2NF),True,True,Database Normalization Form: A process to eliminate redundant data and dependencies among the tables in a database.,Database Normalization,mistral-7b-instruct,lora_70b_en_v0_alt_v2,computer science,None
macOS,Linux,True,True,Operating System: Software that manages computer hardware and software resources.,Operating System,mistral-7b-instruct,lora_70b_en_v0_alt_v2,computer science,None
Queue: A First-In-First-Out (FIFO) data structure,Random Access Memory (RAM): Temporary data storage,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,computer science,None
Microsoft Windows,"Java: Object-oriented, platform-independent language",False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,computer science,None
"Object-Oriented Programming: Java, C++, Python",First Normal Form (1NF),False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,computer science,None
Microsoft Windows,Mesh Topology: Each node connected to multiple other nodes,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,computer science,None
RISC (Reduced Instruction Set Computer) Architecture: A simplified instruction set,"C++: Object-oriented, compiled language",False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,computer science,None
Waterfall Model: Linear sequential development,Microsoft Windows,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,computer science,None
"Python: High-level, interpreted language",Harvard Architecture: Separate memory for data and instructions,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,computer science,None
Bus Topology: All nodes connected to a single communication line,macOS,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,computer science,None
RISC (Reduced Instruction Set Computer) Architecture: A simplified instruction set,Microsoft Windows,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,computer science,None
Linux,Harvard Architecture: Separate memory for data and instructions,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,computer science,None
Intergenerational Mobility: The mobility of individuals from one generation to the next.,Horizontal Mobility: The movement of individuals or groups within the same social class.,True,False,Social Mobility: The ability of individuals or groups to move up or down the social hierarchy.,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Friendship Network: The group of individuals with whom one has a close personal relationship.,Family Network: The group of individuals related by blood or marriage.,True,False,Social Networks: The set of social relationships among individuals or groups.,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,sociology,None
"Non-material Culture: The intangible aspects of a culture, such as language, music, and literature.","Subculture: A culture within a culture, characterized by distinct beliefs, values, and practices.",True,False,"Culture: The shared beliefs, values, customs, behaviors, and artifacts that characterize a group or society.",,mistral-7b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Religion: A social institution that provides a system of beliefs and practices related to the supernatural.,Education: A social institution that transmits knowledge and skills from one generation to the next.,True,False,Social Institutions: Enduring social structures that perform specific functions in a society.,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Vertical Mobility: The movement of individuals or groups between different social classes.,Horizontal Mobility: The movement of individuals or groups within the same social class.,True,False,Social Mobility: The ability of individuals or groups to move up or down the social hierarchy.,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Intergenerational Mobility: The mobility of individuals from one generation to the next.,Vertical Mobility: The movement of individuals or groups between different social classes.,True,True,Social Mobility: The ability of individuals or groups to move up or down the social hierarchy.,Social Mobility,mistral-7b-instruct,lora_70b_en_v0_alt_v2,sociology,None
"Informal Socialization: Learning that occurs in unstructured settings, such as families and peer groups.","Formal Socialization: Learning that occurs in structured settings, such as schools and workplaces.",True,True,"Socialization: The process by which individuals learn the norms, values, and behaviors of a society or group.",Type of Socialization,mistral-7b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Material Culture: The physical objects and artifacts that reflect a culture.,"Non-material Culture: The intangible aspects of a culture, such as language, music, and literature.",True,False,"Culture: The shared beliefs, values, customs, behaviors, and artifacts that characterize a group or society.",,mistral-7b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Material Culture: The physical objects and artifacts that reflect a culture.,"Subculture: A culture within a culture, characterized by distinct beliefs, values, and practices.",True,False,"Culture: The shared beliefs, values, customs, behaviors, and artifacts that characterize a group or society.",,mistral-7b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Structural Change: Change that affects the underlying structures of a society.,"Cultural Change: Change that affects the values, beliefs, and practices of a society.",True,False,"Social Change: The modification of social structures, institutions, and norms over time.",,mistral-7b-instruct,lora_70b_en_v0_alt_v2,sociology,None
"Formal Socialization: Learning that occurs in structured settings, such as schools and workplaces.",Horizontal Mobility: The movement of individuals or groups within the same social class.,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Religion: A social institution that provides a system of beliefs and practices related to the supernatural.,Family Network: The group of individuals related by blood or marriage.,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Reformist Social Movements: Movements that seek to bring about gradual change within the existing social order.,Horizontal Mobility: The movement of individuals or groups within the same social class.,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,sociology,None
"Non-material Culture: The intangible aspects of a culture, such as language, music, and literature.",Workplace Network: The group of individuals with whom one interacts in a professional setting.,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Incremental Change: Gradual change over an extended period.,Single-issue Social Movements: Movements that focus on a specific social issue.,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Material Culture: The physical objects and artifacts that reflect a culture.,Structural Change: Change that affects the underlying structures of a society.,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Secondary Socialization: Learning that occurs later in life.,"Subculture: A culture within a culture, characterized by distinct beliefs, values, and practices.",False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Primary Socialization: Learning that occurs during childhood and adolescence.,Education: A social institution that transmits knowledge and skills from one generation to the next.,False,True,,Socialization,mistral-7b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Fashion Norms: Rules that govern what is considered stylish or fashionable.,Horizontal Mobility: The movement of individuals or groups within the same social class.,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Education: A social institution that transmits knowledge and skills from one generation to the next.,Vertical Mobility: The movement of individuals or groups between different social classes.,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Religious Values,Personal Values,True,True,A set of rules that a person follows to regulate their behavior and emotions.,Values,mistral-7b-instruct,lora_70b_en_v0_alt_v2,psychology,None
Social Introversion,Ambivert,True,False,A personality trait characterized by a tendency to seek out and maintain social relationships.,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,psychology,None
Short-Term Memory,Long-Term Memory,True,True,A cognitive process that involves the storage and retrieval of information.,Memory,mistral-7b-instruct,lora_70b_en_v0_alt_v2,psychology,None
Working Memory,Short-Term Memory,True,True,A cognitive process that involves the storage and retrieval of information.,Working Memory,mistral-7b-instruct,lora_70b_en_v0_alt_v2,psychology,None
Moral Values,Personal Values,True,True,A set of rules that a person follows to regulate their behavior and emotions.,Personal Values,mistral-7b-instruct,lora_70b_en_v0_alt_v2,psychology,None
Problem Solving,Logical Reasoning,True,True,A cognitive process that involves the manipulation of symbols and concepts.,Cognitive Ability,mistral-7b-instruct,lora_70b_en_v0_alt_v2,psychology,None
Curiosity,Exploratory Behavior,True,True,A personality trait characterized by a tendency to seek out new experiences and sensations.,Curiosity,mistral-7b-instruct,lora_70b_en_v0_alt_v2,psychology,None
Logical Reasoning,Creative Thinking,True,False,A cognitive process that involves the manipulation of symbols and concepts.,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,psychology,None
Perception of Colors,Perception of Tastes,True,False,A cognitive process that involves the interpretation and organization of sensory information in order to understand the environment and respond appropriately.,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,psychology,None
