Text1,Text2,Generated Same Causal Variable,Predicted Same Causal Variable,Generated Variable Name,Predicted Variable Name,Data Generation Model,Prediction Model,Domain,Explanation
Silicon Dioxide,Low-K Dielectric,True,,Dielectric Material Used,,llama3-70b,lora_70b_en_v1,semiconductor manufacturing,"1.0, true, ""Gate Insulator"", ""The material used to insulate the gate of a transistor from the rest of the device."", ""The gate insulator is a critical component of a transistor, as it prevents unwanted electrical conduction between the gate and the rest of the device."", ""Silicon Dioxide"", ""Low-K Dielectric"", true, ""Gate Insulator"", ""The material used to insulate the gate of a transistor from the rest of the device."", ""The gate insulator is a critical component of a transistor, as it prevents unwanted electrical conduction between the gate and the rest of the device."", ""Silicon Dioxide"", ""Low-K Dielectric"", true, ""Gate Insulator"", ""The material used to insulate the gate of a transistor from the rest of the device."", ""The gate insulator is a critical component of a transistor, as it prevents unwanted electrical conduction between the gate and the rest of the device."", ""Silicon D"
Gold,Tungsten,True,,Type of Interconnect Metal,,llama3-70b,lora_70b_en_v1,semiconductor manufacturing,"1. ""Material used in semiconductor manufacturing"", 2. ""Material used in semiconductor manufacturing"", 3. true, 4. ""Material used in semiconductor manufacturing"", 5. ""Gold and Tungsten are both materials used in semiconductor manufacturing."", ""Data Generation Model"": ""llama3-8b"", ""Domain"": ""computer science""}"
Low-K Dielectric,High-K Dielectric,True,,Dielectric Material Used,,llama3-70b,lora_70b_en_v1,semiconductor manufacturing,"1. ""Dielectric Material"", true, ""Dielectric Material"", ""The property of a material that determines its ability to store electric charge."", ""The property of a material that determines its ability to store electric charge."", ""Data Generation Model"": ""llama3-70b"", ""Domain"": ""physics""}"
Dry Etching,Plasma Etching,True,True,Type of Etching Process,Etching Technique,llama3-70b,lora_70b_en_v1,semiconductor manufacturing,
KrF Excimer Laser,Argon Fluoride,True,True,Lithography Wavelength,Etchant,llama3-70b,lora_70b_en_v1,semiconductor manufacturing,
System-in-Package,Extreme Ultraviolet,False,,,,llama3-70b,lora_70b_en_v1,semiconductor manufacturing,"false  NaN  NaN  The two texts do not describe the same causal variable.,  The first text refers to a type of packaging technology used in semiconductor manufacturing, whereas the second text refers to a type of lithography used in the same field.  Data Generation Model: gpt-3.5-turbo, Mistral-7b-instruct, Mixtral-8x7b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x"
Wet Etching,Silicon on Insulator,False,,,,llama3-70b,lora_70b_en_v1,semiconductor manufacturing,"false  NaN  NaN  The two texts do not describe the same causal variable.,  The first text refers to a technique used to remove layers from a wafer during semiconductor manufacturing. The second text refers to a type of semiconductor substrate material.  Data Generation Model: gpt-3.5-turbo, Mistral-7b-instruct, Mixtral-8x7b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22"
Wire Bonding,Silicon Dioxide,False,,,,llama3-70b,lora_70b_en_v1,semiconductor manufacturing,"false, NaN, NaN,  Data Generation Model: gpt-3.5-turbo, Mistral-7b-instruct, Mixtral-8x7b-instruct, Mixtral-8x22b-instruct, Mistral-7b-instruct, Mixtral-8x7b-instruct, Mixtral-8x22b-instruct, Mistral-7b-instruct, Mixtral-8x7b-instruct, Mixtral-8x22b-instruct, Mistral-7b-instruct, Mixtral-8x7b-instruct, Mixtral-8x22b-instruct, Mistral-7b-instruct, Mixtral-8x7b-instruct, Mixtral-8x22b-instruct, Mistral-7b-instruct, Mixtral-8x7b-instruct, Mixtral-8x22b-instruct"
Chemical Vapor Deposition,Silicon Nitride,False,True,,Thin Film Deposition Technique,llama3-70b,lora_70b_en_v1,semiconductor manufacturing,
Deep Ultraviolet,System-in-Package,False,,,,llama3-70b,lora_70b_en_v1,semiconductor manufacturing,"false, NaN, NaN,  Data Generation Model: gpt-3.5-turbo, Data Generation Model: gpt-3.5-turbo, Data Generation Model: gpt-3.5-turbo, Data Generation Model: gpt-3.5-turbo, Data Generation Model: gpt-3.5-turbo, Data Generation Model: gpt-3.5-turbo, Data Generation Model: gpt-3.5-turbo, Data Generation Model: gpt-3.5-turbo, Data Generation Model: gpt-3.5-turbo, Data Generation Model: gpt-3.5-turbo, Data Generation Model: gpt-3.5-turbo, Data Generation Model: gpt-3.5-turbo, Data Generation Model: gpt-3.5-turbo, Data Generation Model: gpt-3.5-t"
Copper,Gate-All-Around,False,,,,llama3-70b,lora_70b_en_v1,semiconductor manufacturing,"false, NaN, NaN, NaN,  false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false"
Class 1000,High-K Dielectric,False,False,,,llama3-70b,lora_70b_en_v1,semiconductor manufacturing,
Bulk Silicon,Low-K Dielectric,False,,,,llama3-70b,lora_70b_en_v1,semiconductor manufacturing,"3.0, ""Material Generation Model 4llama3-8b"", ""mixtral-8x7b-instruct"", ""Data Generation Model mixtral-8x7b"", ""llama3-8b"", ""gpt-4-turbo"", ""gpt-3.5-turbo"", ""gpt-3.5-instruct"", ""gpt-4-instruct"", ""mixtral-8x7b-instruct"", ""llama3-8b"", ""gpt-3.5-instruct"", ""gpt-4-instruct"", ""mixtral-8x7b-instruct"", ""llama3-8b"", ""gpt-3.5-instruct"", ""gpt-4-instruct"", ""mixtral-8x7b-instruct"", ""llama3-8b"", ""gpt-3.5-instruct"", ""gpt-4-in"
Copper,Plasma Etching,False,,,,llama3-70b,lora_70b_en_v1,semiconductor manufacturing,"false  NaN  NaN  The two texts do not describe the same causal variable.,  The first text describes a material used in semiconductor manufacturing, while the second text describes a process used in semiconductor manufacturing.  Data Generation Model: gpt-3.5-turbo, Mistral-7b-instruct, Mixtral-8x7b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-"
Argon Fluoride,Reactive Ion Etching,False,False,,,llama3-70b,lora_70b_en_v1,semiconductor manufacturing,
Denial of Service Attack,Ransomware Malware,True,True,Cybersecurity Threat,Cybersecurity Threat,llama3-70b,lora_70b_en_v1,computer science,
Queue Data Type,Graph Theory Application,True,True,Data Structure,Data Structure,llama3-70b,lora_70b_en_v1,computer science,
Linear Time Complexity,Logarithmic Space Complexity,True,,Computational Complexity,,llama3-70b,lora_70b_en_v1,computer science,"3.0, ""Computational Complexity"", ""The measure of how long an algorithm takes to complete, relative to the size of the input."", ""The measure of how much memory an algorithm uses, relative to the size of the input."", ""Data Generation Model"": ""llama3-70b"", ""Domain"": ""computer science""}"
Lean Software Development,Agile Project Management,True,True,Software Development Methodology,Software Development Methodology,llama3-70b,lora_70b_en_v1,computer science,
Graph Theory Application,Tree Traversal Algorithm,True,True,Data Structure,Data Structure,llama3-70b,lora_70b_en_v1,computer science,
Linked List Implementation,Graph Theory Application,True,True,Data Structure,Data Structure,llama3-70b,lora_70b_en_v1,computer science,
Stack Overflow Handling,Tree Traversal Algorithm,True,True,Data Structure,Data Structure,llama3-70b,lora_70b_en_v1,computer science,
SQL Injection Attack,Denial of Service Attack,True,True,Cybersecurity Threat,Cybersecurity Threat,llama3-70b,lora_70b_en_v1,computer science,
Harvard Architecture,Cache Memory Hierarchy,True,,Computer Architecture,,llama3-70b,lora_70b_en_v1,computer science,"1.0, true, ""Computer Architecture"", ""The design of a computer system, encompassing the relationships between hardware components."", ""The design of a computer system, encompassing the relationships between hardware components."", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Computer Architecture"", ""The design of a computer system, encompassing the relationships between hardware components."", ""The design of a computer system, encompassing the relationships between hardware components."", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Computer Architecture"", ""The design of a computer system, encompassing the relationships between hardware components."", ""The design of a computer system, encompassing the relationships between hardware components."", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5"
Cache Memory Hierarchy,Von Neumann Architecture,True,,Computer Architecture,,llama3-70b,lora_70b_en_v1,computer science,"1. Computer Architecture 2. Computer Architecture 3. True 4. Computer Architecture 5. The design of a computer's internal components, such as the CPU, memory, and input/output devices. 6. The design of a computer's internal components, such as the CPU, memory, and input/output devices. 7. True 8. Computer Architecture 9. The design of a computer's internal components, such as the CPU, memory, and input/output devices. 10. True 11. Computer Architecture 12. The design of a computer's internal components, such as the CPU, memory, and input/output devices. 13. True 14. Computer Architecture 15. The design of a computer's internal components, such as the CPU, memory, and input/output devices. 16. True 17. Computer Architecture 18. The design of a computer's internal components, such as the CPU, memory, and input/output devices. 19"
Deep Learning Neural Network,Graph Theory Application,False,False,,,llama3-70b,lora_70b_en_v1,computer science,
Graph Theory Application,Logarithmic Space Complexity,False,False,,,llama3-70b,lora_70b_en_v1,computer science,
RISC Instruction Set,Agile Project Management,False,,,,llama3-70b,lora_70b_en_v1,computer science,"false, NaN, NaN,  Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model"
RISC Instruction Set,Tree Traversal Algorithm,False,,,,llama3-70b,lora_70b_en_v1,computer science,"false, NaN, NaN,  Data Generation Model: gpt-3.5-turbo, Mistral-7b-instruct, Mixtral-8x7b-instruct, Mixtral-8x22b-instruct,  Data Generation Model: gpt-3.5-turbo, Mistral-7b-instruct, Mixtral-8x7b-instruct, Mixtral-8x22b-instruct,  Data Generation Model: gpt-3.5-turbo, Mistral-7b-instruct, Mixtral-8x7b-instruct, Mixtral-8x22b-instruct,  Data Generation Model: gpt-3.5-turbo, Mistral-7b-instruct, Mixtral-8x7b-instruct, Mixtral-8x22b-instruct,  Data Generation Model: gpt-3.5-turbo"
SMTP Email Protocol,Polynomial Time Algorithm,False,,,,llama3-70b,lora_70b_en_v1,computer science,"false, NaN, NaN,  Data Generation Model: llama3-8b, Data Generation Model: gpt-3.5-turbo, Data Generation Model: gpt-4-turbo, Data Generation Model: gpt-3.5-turbo, Data Generation Model: mixtral-8x7b-instruct, Data Generation Model: mixtral-8x7b-instruct, Data Generation Model: gpt-3.5-turbo, Data Generation Model: gpt-4-turbo, Data Generation Model: gpt-3.5-turbo, Data Generation Model: mixtral-8x7b-instruct, Data Generation Model: mixtral-8x7b-instruct, Data Generation Model: gpt-3.5-turbo, Data Generation Model: gpt-4-turbo, Data Generation Model: gpt-3.5-turbo, Data Generation"
Cloud-Based Database,Graph Theory Application,False,,,,llama3-70b,lora_70b_en_v1,computer science,"false, NaN, NaN, NaN,  false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false"
Linear Time Complexity,Tree Traversal Algorithm,False,,,,llama3-70b,lora_70b_en_v1,computer science,"false, NaN, NaN,  Data Generation Model: gpt-3.5-turbo, Mistral-7b-instruct, Mixtral-8x7b-instruct, Mixtral-8x22b-instruct,  Data Generation Model: gpt-3.5-turbo, Mistral-7b-instruct, Mixtral-8x7b-instruct, Mixtral-8x22b-instruct,  Data Generation Model: gpt-3.5-turbo, Mistral-7b-instruct, Mixtral-8x7b-instruct, Mixtral-8x22b-instruct,  Data Generation Model: gpt-3.5-turbo, Mistral-7b-instruct, Mixtral-8x7b-instruct, Mixtral-8x22b-instruct,  Data Generation Model: gpt-3.5-turbo"
Deep Learning Neural Network,Denial of Service Attack,False,,,,llama3-70b,lora_70b_en_v1,computer science,"false, NaN, NaN,  Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model: gpt-3.5-turbo, Domain: computer science, Data Generation Model"
